Xkr4	1	3205901	3671498
Gm1992	1	3466587	3513553
Gm37381	1	3905739	3986215
Rp1	1	3999557	4409241
Sox17	1	4490931	4497354
Gm37323	1	4583129	4586252
Mrpl15	1	4773206	4785739
Lypla1	1	4807788	4848410
Gm37988	1	4807892	4886770
Tcea1	1	4857814	4897909
Rgs20	1	4909576	5070285
Gm16041	1	4970857	4976820
Atp6v1h	1	5070018	5162529
Oprk1	1	5588466	5606131
Npbwr1	1	5913707	5917398
Rb1cc1	1	6206197	6276648
4732440D04Rik	1	6209866	6215293
Fam150a	1	6359218	6394731
St18	1	6487231	6860940
Pcmtd1	1	7088920	7173628
Gm26901	1	7349406	7397869
Gm30414	1	7497968	7518149
Sntg1	1	8361475	9299878
Rrs1	1	9545408	9547455
Adhfe1	1	9547948	9580673
3110035E14Rik	1	9601199	9627143
Gm29520	1	9639255	9640582
Mybl1	1	9667415	9700209
Vcpip1	1	9718622	9748382
1700034P13Rik	1	9747648	9791924
Sgk3	1	9798107	9900845
Mcmdc2	1	9908638	9942085
Snhg6	1	9941959	9944118
Tcf24	1	9960163	9967932
Ppp1r42	1	9968624	10009136
Gm15818	1	9982387	9992366
Cops5	1	10024601	10038168
Cspp1	1	10037987	10136768
Arfgef1	1	10137571	10232670
Cpa6	1	10324720	10719945
Prex2	1	10993465	11303681
A830018L16Rik	1	11414105	11975901
Gm17644	1	12667563	12673090
Gm29663	1	12670324	12671176
Sulf1	1	12692277	12861192
Slco5a1	1	12866549	12992650
Gm29283	1	13068838	13078662
Prdm14	1	13113457	13127163
Ncoa2	1	13139105	13374083
Gm29570	1	13376070	13388413
Tram1	1	13564698	13589910
Lactb2	1	13623330	13660546
Xkr9	1	13668771	13701723
Eya1	1	14168954	14310235
Gm9947	1	14752937	14776931
Msc	1	14753346	14755992
Trpa1	1	14872648	14918862
Kcnb2	1	15287254	15723750
Terf1	1	15805646	15844052
Sbspon	1	15853862	15892722
4930444P10Rik	1	16065979	16093325
Rpl7	1	16101295	16104662
Rdh10	1	16105774	16133734
Gm28095	1	16228506	16244062
Stau2	1	16228674	16520112
Gm7568	1	16253592	16267921
Ube2w	1	16540790	16619489
Tceb1	1	16641725	16657042
D030040B21Rik	1	16657552	16662278
Tmem70	1	16665207	16678275
Ly96	1	16688051	16709611
Gm28376	1	16898185	17091631
Jph1	1	16964560	17097889
Gm28783	1	17124747	17128956
Gdap1	1	17145362	17164271
Gm28784	1	17168403	17173103
Pi15	1	17601901	17630939
Gm28154	1	17615084	17641081
Gm16070	1	17676027	17727646
Crispld1	1	17727045	17766344
Gm28153	1	17741915	17805417
Crisp4	1	18115191	18145902
Defb18	1	18236473	18237443
Defb41	1	18250980	18265138
Gm29006	1	18307824	18313906
Gm15825	1	19063300	19104840
Tfap2d	1	19103022	19166346
Tfap2b	1	19208914	19238576
Gm28340	1	19242725	19243769
Pkhd1	1	20057779	20618064
4930486I03Rik	1	20356452	20392300
Gm28653	1	20679023	20684298
Il17a	1	20730905	20734496
Il17f	1	20777146	20790617
Mcm3	1	20802968	20820312
Gm28065	1	20836661	20839689
6720483E21Rik	1	20888650	20890473
Paqr8	1	20890606	20939650
Efhc1	1	20951626	20990841
Tram2	1	20996299	21079229
Gm28287	1	21080114	21081748
Tmem14a	1	21218575	21230167
Gsta3	1	21240589	21265661
Gm28836	1	21250359	21271593
Khdc1a	1	21349641	21352200
Khdc1c	1	21368331	21370845
Khdc1b	1	21383556	21386373
Kcnq5	1	21398403	21961942
Gm26580	1	21959842	21962530
Rims1	1	22286251	22805724
4933415F23Rik	1	23100473	23102253
Gm27028	1	23291537	23291935
Gm29107	1	23293729	23294075
Ogfrl1	1	23366424	23397772
Gm28822	1	23574587	23596664
B3gat2	1	23761753	23849158
Smap1	1	23844846	23922317
Sdhaf4	1	23995939	24005656
Fam135a	1	24011093	24100341
Col9a1	1	24177610	24252684
Col19a1	1	24261890	24587472
Lmbrd1	1	24678630	24766301
Gm28237	1	24963209	24965158
Gm29414	1	25026581	25027232
Adgrb3	1	25067476	25829707
4931408C20Rik	1	26681814	26687460
Gm5524	1	27884046	27902396
Gm597	1	28776117	28780252
Gm9898	1	30718560	30719962
Phf3	1	30802339	30873921
Ptp4a1	1	30940302	30949770
Gm29669	1	31019188	31096454
Gm28644	1	31041919	31043675
4931428L18Rik	1	31135226	31222684
Gm29128	1	31136026	31150105
Lgsn	1	31176401	31204725
Pih1d3	1	31222838	31224288
Khdrbs2	1	32172714	32658568
Gm5415	1	32543686	32547294
Gm37724	1	33065130	33066350
Gm37591	1	33212774	33215475
Prim2	1	33453810	33669795
Rab23	1	33719887	33742564
Bag2	1	33745484	33757795
Zfp451	1	33761545	33814595
Bend6	1	33852052	33907816
Dst	1	33908225	34308661
Gm37958	1	34329433	34330307
Gm37233	1	34427002	34433264
Ccdc115	1	34436670	34439672
Gm28306	1	34439511	34444730
Imp4	1	34439851	34449356
Ptpn18	1	34459762	34475733
4930568A12Rik	1	34477167	34485933
Prss39	1	34498410	34503063
Cfc1	1	34535648	34544313
Prss40	1	34543968	34560943
1700101I19Rik	1	34579202	34579711
Amer3	1	34579657	34590944
Arhgef4	1	34678188	34813309
Gm38336	1	34809360	34811908
Fam168b	1	34813219	34843065
Plekhb2	1	34849976	34879580
Gm37068	1	35625606	35651297
Gm28415	1	35806974	35810462
1110002O04Rik	1	35879845	35881119
Gm37146	1	35981960	35986373
Gm33222	1	36002985	36011044
4930535G08Rik	1	36011072	36011894
Hs6st1	1	36068400	36106446
Gm37335	1	36105384	36106446
Gm33280	1	36132042	36138746
Uggt1	1	36140027	36244720
Neurl3	1	36264597	36274679
Arid5a	1	36307733	36324029
4930403P22Rik	1	36332708	36333420
Kansl3	1	36335730	36369181
Fer1l5	1	36372291	36422110
Lman2l	1	36419871	36445271
Cnnm4	1	36471620	36508764
Cnnm3	1	36511867	36528237
Gm38033	1	36527534	36528237
Ankrd23	1	36530188	36536883
Gm43543	1	36530193	36539429
Ankrd39	1	36537507	36547445
Sema4c	1	36548639	36558349
Fam178b	1	36562692	36683183
Cox5b	1	36691484	36693681
Actr1b	1	36698114	36714422
4933424G06Rik	1	36710149	36757953
Gm33533	1	36739048	36744792
Zap70	1	36761798	36782818
Tmem131	1	36792191	36943666
Vwa3b	1	37026596	37187613
Gm37020	1	37132273	37133264
Cnga3	1	37214434	37263384
Inpp4a	1	37299865	37410736
4930439A04Rik	1	37329667	37334172
Coa5	1	37417084	37430103
Unc50	1	37430139	37439124
Mgat4a	1	37439340	37541016
2010300C02Rik	1	37611677	37720085
4930556I23Rik	1	37614259	37615372
Tsga10	1	37754776	37866429
Gm26805	1	37865299	37871388
Lipt1	1	37871738	37876228
Mitd1	1	37874801	37890411
Mrpl30	1	37890477	37898535
Lyg2	1	37905923	37916493
Gm15457	1	37933596	37954136
Lyg1	1	37946736	37957759
Txndc9	1	37985189	37997893
Eif5b	1	37998010	38055579
Rev1	1	38052786	38129801
Gm5099	1	38132083	38159892
Aff3	1	38177326	38664955
Gm16150	1	38235420	38246666
Gm16151	1	38307902	38311930
Gm16152	1	38384949	38393974
Lonrf2	1	38793645	38836711
Chst10	1	38863867	38898161
Gm37707	1	38884754	38888072
Nms	1	38939149	38950276
Pdcl3	1	38985608	38997238
Gm37821	1	39048648	39057637
Npas2	1	39193731	39363236
Rpl31	1	39367842	39371911
Tbc1d8	1	39371492	39478755
Cnot11	1	39534992	39546889
Rnf149	1	39551296	39577405
Creg2	1	39618406	39651474
D930019O06Rik	1	39650176	39657390
Rfx8	1	39665301	39720997
Gm3646	1	39804148	39805332
1700066B17Rik	1	39839175	39847334
Map4k4	1	39900913	40026310
Il1r2	1	40074079	40125231
Gm16894	1	40076228	40085851
Il1r1	1	40225080	40317257
Il1rl2	1	40324610	40367562
Il1rl1	1	40429570	40465415
Il18r1	1	40465552	40500854
Il18rap	1	40515362	40551705
Gm35801	1	40572188	40580662
Slc9a4	1	40580081	40630725
Slc9a2	1	40680574	40769273
Gm37623	1	40691442	40697636
Gm37915	1	40771385	40785343
Mfsd9	1	40772038	40790687
Tmem182	1	40805601	40856887
4930448I06Rik	1	41167587	41181252
Gm28634	1	41526931	41529543
Gm29260	1	41781808	41939560
Gm9915	1	42229726	42231108
Gm29664	1	42238233	42238695
Gm28175	1	42261855	42262253
Gm28140	1	42324590	42355937
Pantr1	1	42590782	42694842
Pou3f3	1	42695768	42703176
Dalir	1	42750712	42752881
Mrps9	1	42851233	42905683
Gpr45	1	42952872	43035456
Tgfbrap1	1	43047200	43098637
Gm28782	1	43056267	43057134
8430432A02Rik	1	43092588	43093835
AI597479	1	43098710	43115947
Fhl2	1	43123074	43196984
Gm29040	1	43250156	43302925
Nck2	1	43444579	43570515
1500015O10Rik	1	43730602	43742578
Gm29155	1	43741961	43743895
Gm29157	1	43742915	43743526
Gm29156	1	43745784	43746282
Uxs1	1	43746966	43827800
Tpp2	1	43933647	44003000
Mettl21c	1	44009408	44020034
